brand,display,graphic,hdd,link,name,price,processor,ram
asus,15.6'' FHD Anti-Glare LED backlit,Nvidia Geforce GTX1050 2GB DDR5,1000.0,http://www.linnonlinestore.com/asus-fx-553-vd-gaming-i7-laptop/?setCurrencyId=1,asus fx 553 vd gaming i7 laptop,"1,440,000",7th Generation Intel Core i7,8
,,,,,,,,
dell,15.6‚Äù HD Display,Intel HD Graphics,500.0,http://www.linnonlinestore.com/dell-inspiron-3582-celeron/,dell inspiron  3582 (celeron),"500,000",Intel Celeron,4
,,,,,,,,
dell, 13.3'HD Display(3200x1800),"Intel HD Graphics ,Window 10 Pro Licenses",256.0,http://www.linnonlinestore.com/dell-inspiron-xps-13-9370-i7/?setCurrencyId=1,dell inspiron xps 13 (9370) i7,"2,545,000 ", 8th Generation Intel Core i7, 8
,,,,,,,,
dell,15.6‚Äù HD Display,Intel HD Graphics,500.0,http://www.linnonlinestore.com/dell-inspiron-3582-celeron/?setCurrencyId=1,dell inspiron  3582 (celeron),"500,000",Intel Celeron,4
,,,,,,,,
dell,15.6‚Äù HD Display,Intel HD Graphics,500.0,http://www.linnonlinestore.com/dell-inspiron-3582-celeron/?setCurrencyId=2,dell inspiron  3582 (celeron),533750.0,Intel Celeron,4
,,,,,,,,
acer,14'' HD Acer CineCrystal LED Display,Intel HD Graphic,500.0,http://www.linnonlinestore.com/acer-aspire-es1-432-pentium/,acer aspire es1-432 (pentium),547627.5,3th Generation Intel Pentium,4
,,,,,,,,
acer,14'' HD Acer CineCrystal LED Display,Intel HD Graphic,500.0,http://www.linnonlinestore.com/acer-aspire-es1-432-pentium/?setCurrencyId=2,acer aspire es1-432 (pentium),547627.5,3th Generation Intel Pentium,4
,,,,,,,,
acer,14'' HD Acer CineCrystal LED Display,Intel HD Graphic,500.0,http://www.linnonlinestore.com/acer-aspire-es1-432-pentium/?setCurrencyId=1,acer aspire es1-432 (pentium),"513,000",3th Generation Intel Pentium,4
,,,,,,,,
dell," 15.6'' Display,", 1TB HDD  AMD Radeon 520 (2GB) Graphics ,1024,http://www.linnonlinestore.com/dell-inspiron-15-3581-i3/,dell inspiron 15 3581 (i3),"650,000 ", 7th Generation Intel Core i3,  4
,,,,,,,,
acer," 15.6"" HD Acer CineCrystal LCD Display", Nvidia Geforce¬† 130MX 2GB,1000.0,http://www.linnonlinestore.com/acer-aspire-e5-576g-8th-gen-i3-laptop/,acer aspire e5-576g (8th gen i3) laptop,"666,000 ", 7th Generation Intel Core i3, 4
,,,,,,,,
acer," 14"" HD Acer CineCrystal LED Display", Nvidia Geforce 130MX (2GB)¬†,1024,http://www.linnonlinestore.com/acer-aspire-e5-476g-8th-gen-i3-laptop/,acer aspire e5-476g (8th gen i3) laptop,"577,000 ",8th Generation Intel Core i3, 4
,,,,,,,,
acer,  15.6'' FHD LED Display , Nvidia Geforce MX 150 2GB Graphics,1024,http://www.linnonlinestore.com/acer-aspire-3a-a315-53-i3-laptop/,acer aspire 3a a315-53 (i3) laptop ,"620,000 ", 8th Generation Intel Core i3, 4
,,,,,,,,
acer,  14.6'' HD Display, Nvidia Geforce MX 130 2GB Graphics,1024,http://www.linnonlinestore.com/acer-aspire-a514-51g-i3-laptop/,acer aspire a514 -51g (i3) laptop ,"757,000 ", 8th Generation Intel Core i3,  4
,,,,,,,,
acer," 15.6"" HD Acer ComfyView LCD",  Nvidia Geforce Mx130 2GB VRAM ,1024,http://www.linnonlinestore.com/acer-aspire-e5-576g-i5-8th-laptop/,acer aspire e5-576g i5 8th laptop,"910,000 ", 8th Generation Intel Core i5,  4
,,,,,,,,
dell," 15.6'' Display,", 1TB HDD  AMD Radeon 520 (2GB) Graphics ,1024,http://www.linnonlinestore.com/dell-inspiron-15-3581-i3/?setCurrencyId=2,dell inspiron 15 3581 (i3),693875.0, 7th Generation Intel Core i3,  4
,,,,,,,,
dell," 15.6'' Display,", 1TB HDD  AMD Radeon 520 (2GB) Graphics ,1024,http://www.linnonlinestore.com/dell-inspiron-15-3581-i3/?setCurrencyId=1,dell inspiron 15 3581 (i3),"650,000 ", 7th Generation Intel Core i3,  4
,,,,,,,,
acer," 15.6"" HD Acer CineCrystal LCD Display", Nvidia Geforce¬† 130MX 2GB,1000.0,http://www.linnonlinestore.com/acer-aspire-e5-576g-8th-gen-i3-laptop/?setCurrencyId=2,acer aspire e5-576g (8th gen i3) laptop,710955.0, 7th Generation Intel Core i3, 4
,,,,,,,,
acer," 14"" HD Acer CineCrystal LED Display", Nvidia Geforce 130MX (2GB)¬†,1024,http://www.linnonlinestore.com/acer-aspire-e5-476g-8th-gen-i3-laptop/?setCurrencyId=2,acer aspire e5-476g (8th gen i3) laptop,615947.5,8th Generation Intel Core i3, 4
,,,,,,,,
acer,  14.6'' HD Display, Nvidia Geforce MX 130 2GB Graphics,1024,http://www.linnonlinestore.com/acer-aspire-a514-51g-i3-laptop/?setCurrencyId=1,acer aspire a514 -51g (i3) laptop ,"757,000 ", 8th Generation Intel Core i3,  4
,,,,,,,,
acer,  15.6'' FHD LED Display , Nvidia Geforce MX 150 2GB Graphics,1024,http://www.linnonlinestore.com/acer-aspire-3a-a315-53-i3-laptop/?setCurrencyId=2,acer aspire 3a a315-53 (i3) laptop ,661850.0, 8th Generation Intel Core i3, 4
,,,,,,,,
acer,  14.6'' HD Display, Nvidia Geforce MX 130 2GB Graphics,1024,http://www.linnonlinestore.com/acer-aspire-a514-51g-i3-laptop/?setCurrencyId=2,acer aspire a514 -51g (i3) laptop ,808097.5, 8th Generation Intel Core i3,  4
,,,,,,,,
acer," 15.6"" HD Acer ComfyView LCD",  Nvidia Geforce Mx130 2GB VRAM ,1024,http://www.linnonlinestore.com/acer-aspire-e5-576g-i5-8th-laptop/?setCurrencyId=2,acer aspire e5-576g i5 8th laptop,971425.0, 8th Generation Intel Core i5,  4
,,,,,,,,
acer,  15.6'' FHD LED Display , Nvidia Geforce MX 150 2GB Graphics,1024,http://www.linnonlinestore.com/acer-aspire-3a-a315-53-i3-laptop/?setCurrencyId=1,acer aspire 3a a315-53 (i3) laptop ,"620,000 ", 8th Generation Intel Core i3, 4
,,,,,,,,
acer," 14"" HD Acer CineCrystal LED Display", Nvidia Geforce 130MX (2GB)¬†,1024,http://www.linnonlinestore.com/acer-aspire-e5-476g-8th-gen-i3-laptop/?setCurrencyId=1,acer aspire e5-476g (8th gen i3) laptop,"577,000 ",8th Generation Intel Core i3, 4
,,,,,,,,
acer," 15.6"" HD Acer ComfyView LCD",  Nvidia Geforce Mx130 2GB VRAM ,1024,http://www.linnonlinestore.com/acer-aspire-e5-576g-i5-8th-laptop/?setCurrencyId=1,acer aspire e5-576g i5 8th laptop,"910,000 ", 8th Generation Intel Core i5,  4
,,,,,,,,
acer," 15.6"" HD Acer CineCrystal LCD Display", Nvidia Geforce¬† 130MX 2GB,1000.0,http://www.linnonlinestore.com/acer-aspire-e5-576g-8th-gen-i3-laptop/?setCurrencyId=1,acer aspire e5-576g (8th gen i3) laptop,"666,000 ", 7th Generation Intel Core i3, 4
,,,,,,,,
HP,14? FHD Anti-Glare LED UWVA 220 fWWAN fHDC Slim,RadeonÔøΩ Vega 8 Graphics ( 8 Core Vega Graphics Engine ),256,http://royalsmartmm.com/hp-elitebook-745-g5-natural-silver/,HP ELITEBOOK 745 G5 ( NATURAL SILVER ),1260080,AMD Ryzen 5 Pro 2500U,4
,,,,,,,,
HP,14? HD AG LED SVA fHDC slim 2Ant,RadeonÔøΩ Vega 8 Graphics ( 8 Core Vega Graphics Engine ),1024,http://royalsmartmm.com/hp-probook-445-g6-natural-silver/,HP PROBOOK 445 G6 ( NATURAL SILVER ),1091360,AMD Ryzen 5 2500U,8
,,,,,,,,
HP,14? Diagonal HD SVA WLED-backlit Multitouch-enabled edge-to-edge glass (1366 x 768),NVIDIA Geforce MX130 2GB,1024,http://royalsmartmm.com/hp-pavilion-x360-14-cd0049tx-sapphire-blue/,HP PAVILION X360 CONVERT 14-CD0049TX (SAPPHIRE BLUE),1320880,8th Generation Intel Core i5,8
,,,,,,,,
HP,14? Diagonal HD SVA WLED-backlit Multitouch-enabled edge-to-edge glass (1366 x 768),NVIDIA Geforce MX130 2GB,1024,http://royalsmartmm.com/hp-pavilion-x360-convert-14-cd0048tx-natural-silver/,HP PAVILION X360 CONVERT 14-CD0048TX (NATURAL SILVER),1320880,8th Generation Intel Core i5,8
,,,,,,,,
HP,13.3? Diagonal FHD IPS micro-edge Touch Screen,Intel UHD Graphics 620,256,http://royalsmartmm.com/hp-spectre-x360-13-ae515tu-black-gold/,HP SPECTRE X360 13-AE515TU (BLACK GOLD),2325600,8th Generation Intel Core i5,8
,,,,,,,,
HP,13.3? diagonal FHD IPS UWVA Bright View Corning,Intel HD Graphics 620,256,http://royalsmartmm.com/hp-spectre-notebook-13-v113tu-i5/,HP SPECTRE NOTEBOOK 13-V113TU (I5),21477760,7th Generation Intel Core i5,8
,,,,,,,,
HP,13.3? diagonal FHD IPS UWVA Bright View Corning,Intel HD Graphics 620,512,http://royalsmartmm.com/hp-spectre-notebook-13-v114tu-i7/,HP SPECTRE NOTEBOOK 13-V114TU (I7),2538400,7th Generation Intel Core i7,8
,,,,,,,,
HP,13.3? diagonal FHD IPS UWVA Bright View Corning,Intel UHD Graphics 620,512,http://royalsmartmm.com/hp-spectre-notebook-13-af515tu-i7/,HP SPECTRE NOTEBOOK 13-AF515TU (I7),2786160,8th Generation Intel Core i7,8
,,,,,,,,
HP,15.6? diagonal FHD IPS WLED-backlit Display (144 Hz),NVIDIA GTX 1060 Max Q 3GB GDDR5,1024+256,http://royalsmartmm.com/hp-pavilion-gaming-15-cx0111tx/,HP PAVILION GAMING 15-CX0111TX,2126480,8th Generation Intel Core i7,8
,,,,,,,,
HP,13.3? diagonal FHD IPS BrightView micro-edge WLED-backlit (1920 x 1080),NVIDIA Geforce MX150 2GB,256,http://royalsmartmm.com/hp-13-ah1020tx-natural-silver/,HP 13-AH1020TX ( NATURAL SILVER ),1810320,8th Generation Intel Core i5,8
,,,,,,,,
HP,15.6? diagonal FHD SVA anti-glare micro-edge WLED-backlit (1920 x 1080),NVIDIA Geforce MX250 2GB,1024,http://royalsmartmm.com/hp-pavilion-15-cs2061tx-warm-gold/,HP PAVILION 15-CS2061TX ( WARM GOLD ),1260080,8th Generation Intel Core i7,8
,,,,,,,,
HP,15.6? diagonal FHD SVA anti-glare micro-edge WLED-backlit (1920 x 1080),NVIDIA Geforce MX250 4GB,1024,http://royalsmartmm.com/hp-pavilion-15-cs2063tx-warm-gold/,HP PAVILION 15-CS2063TX ( WARM GOLD ),1292000,8th Generation Intel Core i7,8
,,,,,,,,
HP,14? diagonal FHD IPS BrightView micro-edge WLED-backlit (1920 x 1080),NVIDIA Geforce MX130 2GB,1024+256,http://royalsmartmm.com/hp-pavilion-14-ce2070tx-warm-gold/,HP PAVILION 14-CE2070TX ( WARM GOLD ),1260080,8th Generation Intel Core i5,8
,,,,,,,,
HP,14? diagonal FHD IPS BrightView micro-edge WLED-backlit (1920 x 1080),NVIDIA Geforce MX130 2GB,1024,http://royalsmartmm.com/hp-pavilion-14-ce2068tx-mineral-silver/,HP PAVILION 14-CE2068TX ( MINERAL SILVER ),1062480,8th Generation Intel Core i5,4
,,,,,,,,
HP,15.6? diagonal Full HD SVA anti-glare WLED-backlit (1920 x 1080),NVIDIA Geforce MX 150 4GB,1024,http://royalsmartmm.com/hp-pavilion-15-cs0064tx-pale-gold/,HP PAVILION 15-CS0064TX ( PALE GOLD ),1292000,8th Generation Intel Core i7,8
,,,,,,,,
HP,14? diagonal FHD IPS BrightView WLED-backlit (1920 x 1080)NVIDIA 14? diagonal FHD IPS BrightView WLED-backlit (1920 x 1080),NVIDIA Geforce MX250 4GB,1024+128,http://royalsmartmm.com/hp-pavilion-14-ce2071tx-mineral-silver/,HP PAVILION 14-CE2071TX ( MINERAL SILVER ),1366480,8th Generation Intel Core i7,8
,,,,,,,,
HP,14? diagonal FHD IPS BrightView WLED-backlit (1920 x 1080),NVIDIA Geforce MX250 4GB,1024,http://royalsmartmm.com/hp-pavilion-14-ce2067tx-mineral-silver/,HP PAVILION 14-CE2067TX ( MINERAL SILVER ),1320880,8th Generation Intel Core i7,8
,,,,,,,,
HP,14? diagonal FHD IPS BrightView micro-edge WLED-backlit (1920 x 1080),NVIDIA Geforce MX130 2GB,1024+256,http://royalsmartmm.com/hp-pavilion-14-ce2069tx-mineral-silver/,HP PAVILION 14-CE2069TX ( MINERAL SILVER ),1260080,8th Generation Intel Core i5,8
,,,,,,,,
HP,15.6? diagonal FHD SVA anti-glare micro-edge WLED-backlit (1920 x 1080),NVIDIA Geforce MX250 2GB,1024,http://royalsmartmm.com/hp-pavilion-15-cs2062tx-warm-gold/,HP PAVILION 15-CS2062TX ( WARM GOLD ),1047280,8th Generation Intel Core i5,4
,,,,,,,,
HP,15.6? diagonal Full HD anti-glare WLED-backlit (1920 x 1080),AMD Radeon R530 4GB,1024,http://royalsmartmm.com/hp-pavilion-15-cu0009tx-sapphire-blue/,HP PAVILION 15-CU0009TX (SAPPHIRE BLUE),1244880,8th Generation Intel Core i7,8
,,,,,,,,
HP,14? diagonal Full HD anti-glare WLED-backlit (1920 x 1080),NVIDIA Geforce MX130 2GB,1024,http://royalsmartmm.com/hp-pavilion-14-ce0038tx-pale-gold/,HP PAVILION 14-CE0038TX ( PALE GOLD ),1182560,8th Generation Intel Core i7,8
,,,,,,,,
HP,14? Diagonal Full HD IPS BrightView micro-edge WLED-backlit ( 1920 x 1080 ),NVIDIA MX130 2GB,1024,http://royalsmartmm.com/hp-pavilion-14-ce0036tx-pale-gold/,HP PAVILION 14-CE0036TX ( PALE GOLD ),1062480,8th Generation Intel Core i5,4
,,,,,,,,
HP,14? Diagonal Full HD IPS BrightView micro-edge WLED-backlit ( 1920 x 1080 ),NVIDIA MX130 2GB,1024,http://royalsmartmm.com/hp-pavilion-14-ce0049tx-natural-silver/,HP PAVILION 14-CE0049TX ( NATURAL SILVER ),1062480,8th Generation Intel Core i5,4
,,,,,,,,
HP,14? diagonal Full HD anti-glare WLED-backlit (1920 x 1080),NVIDIA Geforce MX130 2GB,1024,http://royalsmartmm.com/hp-pavilion-14-ce0051tx-natural-silver/,HP PAVILION 14-CE0051TX ( NATURAL SILVER ),1182560,8th Generation Intel Core i7,8
,,,,,,,,
HP,14? diagonal Full HD anti-glare WLED-backlit (1920 x 1080),NVIDIA Geforce MX 130 2GB,1024,http://royalsmartmm.com/hp-pavilion-15-cs0061tx-pale-gold/,HP PAVILION 15-CS0061TX ( PALE GOLD ),1001680,8th Generation Intel Core i5,4
,,,,,,,,
HP,15.6? diagonal FHD anti-glare WLED-backlit (1920 x 1080),AMD Radeon R530 2GB,1024,http://royalsmartmm.com/hp-pavilion-15-cu0008tx-twilight-blue/,HP PAVILION 15-CU0008TX ( SAPPHIRE BLUE ),1182560,8th Generation Intel Core i7,8
,,,,,,,,
HP,15.6? Diagonal HD SVA BrightView micro-edge WLED-backlit ( 1366 x 768 ),AMD Radeon R530 2GB,1024,http://royalsmartmm.com/hp-pavilion-15-cu0010tx-sapphire-blue/,HP PAVILION 15-CU0010TX ( SAPPHIRE BLUE ),980400,8th Generation Intel Core i7,4
,,,,,,,,
HP,15.6? Diagonal HD SVA BrightView micro-edge WLED-backlit ( 1366 x 768 ),AMD Radeon R530 2GB,1024,http://royalsmartmm.com/hp-pavilion-15-cu0011tx-silk-gold/,HP PAVILION 15-CU0011TX ( SILK GOLD ),980400,8th Generation Intel Core i5,4
,,,,,,,,
HP,15.6? diagonal HD SVA BrightView WLED-backlit (1366 x 768),NVIDIA Geforce MX130 2GB,1024,http://royalsmartmm.com/hp-15-da0023tx-natural-silver/,HP 15-DA0023TX ( NATURAL SILVER ),1184080,8th Generation Intel Core i7,8
,,,,,,,,
HP,15.6? diagonal HD SVA BrightView WLED-backlit (1366 x 768),AMD RadeonÔøΩ Vega 8 Graphics,1024,http://royalsmartmm.com/hp-15-db0211au/,HP 15-DB0211AU ( NATURAL SILVER ),767600,AMD RyzenÔøΩ 5 2500U Quad-Core,8
,,,,,,,,
HP,15.6? diagonal HD SVA BrightView WLED-backlit (1366 x 768),AMD Radeon R2 Graphics,500,http://royalsmartmm.com/hp-14-bw077au-jetblack/,HP 14-BW077AU ( JETBLACK ),439280,AMD Dual-Core E2-9000e,4
,,,,,,,,
HP,14? Diagonal HD SVA BrightView WLED-backlit Display ( 1366 x 768 ),Intel UHD Graphics 605,500,http://royalsmartmm.com/hp-14-ck0003tu-silver/,HP 14-CK0003TU (SILVER),556320,Intel Pentium N5000 Processor,4
,,,,,,,,
HP,14? Diagonal HD SVA BrightView WLED-backlit Display ( 1366 x 768 ),AMD Radeon R520 2 GB,1024,http://royalsmartmm.com/hp-14-ck0002tx-natural-silver/,HP 14-CK0002TX (NATURAL SILVER),880080,8th Generation Intel Core i5,4
,,,,,,,,
HP,14? Diagonal HD SVA BrightView WLED-backlit Display ( 1366 x 768 ),Intel UHD Graphics 600,500,http://royalsmartmm.com/hp-14-ck0002tu-natural-silver/,HP 14-CK0002TU (NATURAL SILVER),484880,Intel Celeron N4000 Processor,4
,,,,,,,,
HP,15.6? diagonal HD SVA BrightView micro-edge WLED-backlit (1366 x 768 ),NVIDIA Geforce MX 110 2GB,1024,http://royalsmartmm.com/hp-15-da0022tx-twilight-blue/,HP 15-DA0022TX ( TWILIGHT BLUE ),956080,8th Generation Intel Core i5,4
,,,,,,,,
HP,15.6? diagonal HD SVA BrightView micro-edge WLED-backlit (1366 x 768 ),NVIDIA Geforce MX 110 2GB,1024,http://royalsmartmm.com/hp-15-da0021tx-natural-silver/,HP 15-DA0021TX ( NATURAL SILVER ),956080,8th Generation Intel Core i5,4
,,,,,,,,
HP,15.6? diagonal HD aBrightView WLED-backlit Display,NVIDIA Geforce MX 110 2GB,1024,http://royalsmartmm.com/hp-15-da0064tx-natural-silver/,HP 15-DA0064TX ( NATURAL SILVER ),697680,7th Generation Intel Core i3,4
,,,,,,,,
HP,15.6? Diagonal HD SVA BrightView WLED-backlit ( 1366 x 768 ),Intel HD Graphics 620,1024,http://royalsmartmm.com/hp-15-da0082tu-natural-silver/,HP 15-DA0082TU ( NATURAL SILVER ),629280,7th Generation Intel Core i3,4
,,,,,,,,
HP,15.6? Diagonal HD SVA BrightView WLED-backlit ( 1366 x 768 ),Intel HD Graphics 620,1024,http://royalsmartmm.com/hp-14-ck0083tu-natural-silver/,HP 14-CK0083TU ( NATURAL SILVER ),615600,7th Generation Intel Core i3,4
,,,,,,,,
HP,15.6? Diagonal HD SVA BrightView WLED-backlit ( 1366 x 768 ),AMD Radeon R520 2GB,1024,http://royalsmartmm.com/hp-14-ck0003tx-natural-silver/,HP 14-CK0003TX ( NATURAL SILVER ),1085280,7th Generation Intel Core i7,8
,,,,,,,,
HP,14? diagonal HD BrightView WLED-backlit Display (1366 x 768),AMD Radeon R530 2GB,1024,http://royalsmartmm.com/hp-14-ck0017tx-natural-silver/,HP 14-CK0017TX ( NATURAL SILVER ),682480,7th Generation Intel Core i3,4
,,,,,,,,
HP,15.6? diagonal HD BrightView WLED-backlit (1366 x 768),Intel HD Graphics 405,500,http://royalsmartmm.com/hp-15-bs648tu-jet-black/,HP 15-BS648TU ( JET BLACK ),547200,Intel Pentium N3710 Processor,4
,,,,,,,,
HP,14? Diagonal HD SVA BrightView WLED-backlit Display ( 1366 x 768 ),Intel UHD Graphics 600,500,http://royalsmartmm.com/hp-14-ck0001tu-jet-black/,HP 14-CK0001TU ( JET BLACK ),484880,Intel Celeron N4000 Processor,4
,,,,,,,,
,,,,,,,,
